City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Labrea,BR,2021-04-03 02:50:04,-7.2586,-64.7981,74.53,97,100,2.35
294,Vilyuysk,RU,2021-04-03 02:50:04,63.7553,121.6247,2.01,84,100,6.71
295,Eten,PE,2021-04-03 02:50:04,-6.9081,-79.8642,68.0,84,75,4.0
296,Erzin,TR,2021-04-03 02:50:05,36.9559,36.2,48.0,92,3,11.01
297,Tigzirt,DZ,2021-04-03 02:50:05,36.8886,4.1198,57.06,73,0,5.03
298,Saint-Augustin,CA,2021-04-03 02:43:41,51.226,-58.6502,35.29,99,100,7.43
299,Lavrentiya,RU,2021-04-03 02:50:05,65.5833,-171.0,7.16,80,98,12.93
300,Saint George,US,2021-04-03 02:43:03,37.1041,-113.5841,78.8,13,1,8.05
301,Ust-Kuyga,RU,2021-04-03 02:44:02,70.0167,135.6,-4.45,90,100,8.21
302,Yenisehir,TR,2021-04-03 02:50:05,40.2644,29.6531,42.8,93,99,2.3
303,Mulchen,CL,2021-04-03 02:50:06,-37.7167,-72.2333,55.11,76,0,5.35
304,Peniche,PT,2021-04-03 02:50:06,39.3558,-9.3811,55.99,89,9,7.36
305,Cavalcante,BR,2021-04-03 02:50:06,-13.7975,-47.4583,69.12,90,100,2.44
306,Baykit,RU,2021-04-03 02:44:05,61.67,96.37,28.27,90,100,2.75
307,Bonnyville,CA,2021-04-03 02:45:17,54.2668,-110.735,41.0,36,90,4.61
308,Abu Kamal,SY,2021-04-03 02:44:03,34.4506,40.9171,52.32,57,3,15.08
309,Morristown,US,2021-04-03 02:49:39,36.214,-83.2949,37.4,44,20,3.44
310,Teya,RU,2021-04-03 02:50:06,60.3778,92.6267,30.63,86,100,9.26
311,Dali,CN,2021-04-03 02:50:07,25.7,100.1833,67.69,27,0,5.64
312,Saint-Joseph,RE,2021-04-03 02:50:07,-21.3667,55.6167,77.0,94,40,17.27
313,Fort Smith,US,2021-04-03 02:50:07,35.3859,-94.3986,57.2,33,90,6.91
314,Nurota,UZ,2021-04-03 02:50:07,40.5614,65.6886,51.8,30,57,18.41
315,Coquimbo,CL,2021-04-03 02:43:03,-29.9533,-71.3436,57.2,88,0,5.75
316,Deori Khas,IN,2021-04-03 02:50:08,23.4,79.0167,86.23,7,0,3.53
317,Kenai,US,2021-04-03 02:43:10,60.5544,-151.2583,30.2,74,20,9.22
318,Dronninglund,DK,2021-04-03 02:50:08,57.1604,10.2929,35.6,64,98,3.44
319,Kelowna,CA,2021-04-03 02:45:17,49.8831,-119.4857,59.0,35,75,17.27
320,Rodrigues Alves,BR,2021-04-03 02:50:08,-7.738,-72.6509,73.18,98,100,2.44
321,Qaqortoq,GL,2021-04-03 02:43:05,60.7167,-46.0333,35.6,87,90,2.3
322,Mount Gambier,AU,2021-04-03 02:43:47,-37.8333,140.7667,91.4,17,0,17.27
323,Sinnamary,GF,2021-04-03 02:50:09,5.3833,-52.95,77.34,89,100,9.46
324,Cotonou,BJ,2021-04-03 02:50:09,6.3654,2.4183,84.2,84,40,12.66
325,Malkapur,IN,2021-04-03 02:45:25,20.8833,76.2,86.45,26,3,6.35
326,Mabaruma,GY,2021-04-03 02:50:09,8.2,-59.7833,73.76,85,93,4.68
327,Souillac,MU,2021-04-03 02:42:45,-20.5167,57.5167,77.0,94,75,9.22
328,Kailua,US,2021-04-03 02:42:00,21.4022,-157.7394,78.8,83,75,12.66
329,Arlit,NE,2021-04-03 02:50:09,18.7369,7.3853,68.61,13,0,5.48
330,Sao Filipe,CV,2021-04-03 02:43:55,14.8961,-24.4956,72.73,71,86,10.07
331,Thompson,CA,2021-04-03 02:43:17,55.7435,-97.8558,41.0,52,1,11.5
332,Cidreira,BR,2021-04-03 02:42:34,-30.1811,-50.2056,69.73,79,73,13.91
333,Kirakira,SB,2021-04-03 02:44:12,-10.4544,161.9205,86.07,68,70,8.1
334,Fallon,US,2021-04-03 02:50:10,39.4735,-118.7774,71.6,11,75,6.91
335,Collecchio,IT,2021-04-03 02:50:10,44.754,10.2184,55.0,55,5,4.54
336,Armidale,AU,2021-04-03 02:50:10,-30.5167,151.65,64.0,73,90,5.99
337,Mega,ET,2021-04-03 02:50:11,4.05,38.3,58.59,86,56,6.8
338,Tura,IN,2021-04-03 02:44:07,25.5198,90.2201,85.5,39,0,3.56
339,Rayong,TH,2021-04-03 02:50:11,12.8333,101.4333,98.01,80,44,7.56
340,Araouane,ML,2021-04-03 02:50:11,18.9048,-3.5265,78.22,9,17,9.15
341,Taman,RU,2021-04-03 02:50:11,45.2117,36.7161,46.4,76,100,20.13
342,Paso De Los Toros,UY,2021-04-03 02:50:12,-32.8167,-56.5167,65.25,76,93,11.99
343,Westport,US,2021-04-03 02:43:24,41.1415,-73.3579,35.01,47,90,9.78
344,Shakawe,BW,2021-04-03 02:50:12,-18.3667,21.85,63.84,51,7,4.74
345,Ellensburg,US,2021-04-03 02:48:52,46.9965,-120.5479,55.4,44,1,21.85
346,Mayo,US,2021-04-03 02:50:12,38.8876,-76.5119,41.0,30,1,6.91
347,Shenjiamen,CN,2021-04-03 02:50:12,29.9576,122.298,58.53,91,100,16.2
348,Kabinda,CD,2021-04-03 02:50:13,-6.1333,24.4833,65.91,95,99,3.83
349,Niquero,CU,2021-04-03 02:43:35,20.0431,-77.5828,76.37,75,0,17.07
350,Liverpool,GB,2021-04-03 02:50:13,53.4106,-2.9779,44.6,70,20,4.61
351,Heinola,FI,2021-04-03 02:50:13,61.2056,26.0381,33.8,93,90,4.61
352,Banda Aceh,ID,2021-04-03 02:42:58,5.5577,95.3222,83.62,71,88,11.34
353,Pertuis,FR,2021-04-03 02:50:13,43.6925,5.5028,53.6,50,0,11.5
354,Isangel,VU,2021-04-03 02:50:14,-19.55,169.2667,84.2,84,90,4.94
355,Bathsheba,BB,2021-04-03 02:44:15,13.2167,-59.5167,78.8,61,40,17.27
356,Tonj,SS,2021-04-03 02:50:14,7.2737,28.6822,77.25,36,94,3.78
357,Miri,MY,2021-04-03 02:45:34,4.4148,114.0089,87.8,70,40,8.05
358,Ko Samui,TH,2021-04-03 02:40:16,9.5357,99.9357,89.6,62,20,6.91
359,Kalabo,ZM,2021-04-03 02:50:14,-14.97,22.6814,68.07,70,80,5.53
360,Ahipara,NZ,2021-04-03 02:42:36,-35.1667,173.1667,69.55,65,3,5.82
361,La Ronge,CA,2021-04-03 02:43:07,55.1001,-105.2842,37.4,52,6,5.75
362,Severo-Kurilsk,RU,2021-04-03 02:43:54,50.6789,156.125,32.11,77,65,7.87
363,Sambava,MG,2021-04-03 02:50:15,-14.2667,50.1667,74.68,88,32,9.28
364,Padang,ID,2021-04-03 02:42:40,-0.9492,100.3543,80.6,74,40,10.36
365,Ormara,PK,2021-04-03 02:50:15,25.2088,64.6357,85.17,35,0,5.75
366,Alexandria,EG,2021-04-03 02:40:34,31.2156,29.9553,56.34,67,0,3.87
367,Mozarlandia,BR,2021-04-03 02:50:15,-14.7447,-50.5706,71.78,92,100,2.08
368,Bartica,GY,2021-04-03 02:44:05,6.4,-58.6167,75.2,94,20,4.61
369,Mahajanga,MG,2021-04-03 02:50:15,-15.7167,46.3167,71.6,83,20,3.44
370,Rawson,AR,2021-04-03 02:50:16,-43.3002,-65.1023,64.81,69,8,10.27
371,Brigantine,US,2021-04-03 02:50:16,39.4101,-74.3646,37.0,43,1,5.75
372,Saint-Francois,FR,2021-04-03 02:50:16,46.4154,3.9054,39.0,81,0,5.75
373,Bayana,IN,2021-04-03 02:50:16,26.9,77.2833,79.38,4,0,8.34
374,Paka,MY,2021-04-03 02:50:17,4.6374,103.4368,82.4,89,40,5.77
375,Fare,PF,2021-04-03 02:44:16,-16.7,-151.0167,82.47,69,12,3.78
376,Kalmunai,LK,2021-04-03 02:50:17,7.4167,81.8167,82.51,67,68,4.25
377,Diego De Almagro,CL,2021-04-03 02:48:09,-26.3667,-70.05,64.18,44,31,0.34
378,Mantua,IT,2021-04-03 02:50:17,45.1667,10.7833,53.01,81,0,1.14
379,Kununurra,AU,2021-04-03 02:50:17,-15.7667,128.7333,91.4,43,100,13.8
380,Aransas Pass,US,2021-04-03 02:50:18,27.9095,-97.15,64.99,67,40,9.22
381,Luau,AO,2021-04-03 02:50:18,-10.7073,22.2247,62.15,96,93,4.07
382,Sorland,NO,2021-04-03 02:50:18,67.667,12.6934,37.83,97,100,25.12
383,Lorengau,PG,2021-04-03 02:43:53,-2.0226,147.2712,80.29,81,100,1.54
384,Belebey,RU,2021-04-03 02:50:18,54.1167,54.1167,28.65,90,31,7.78
385,Mehamn,NO,2021-04-03 02:50:19,71.0357,27.8492,26.46,93,67,11.68
386,Batagay,RU,2021-04-03 02:44:17,67.6333,134.6333,4.82,90,100,6.93
387,Limoges,FR,2021-04-03 02:50:19,45.75,1.3333,42.8,65,0,8.05
388,Kwinana,AU,2021-04-03 02:50:19,-32.25,115.7667,81.0,57,29,10.36
389,Majene,ID,2021-04-03 02:50:19,-3.5403,118.9707,88.52,56,97,8.03
390,Lukovetskiy,RU,2021-04-03 02:50:20,64.2956,41.9211,26.6,93,40,2.24
391,Boden,SE,2021-04-03 02:50:20,65.8252,21.6886,32.0,64,40,10.36
392,Iracoubo,GF,2021-04-03 02:50:20,5.4802,-53.2011,77.2,89,100,9.28
393,Guaruja,BR,2021-04-03 02:50:20,-23.9931,-46.2564,75.0,26,21,2.8
394,Domoni,KM,2021-04-03 02:50:21,-12.2569,44.5319,79.07,79,79,3.09
395,Jalu,LY,2021-04-03 02:43:21,29.0331,21.5482,59.47,34,0,8.34
396,Forio,IT,2021-04-03 02:50:21,40.7342,13.8646,55.99,93,20,1.14
397,Togur,RU,2021-04-03 02:50:21,58.3631,82.8265,33.46,98,100,12.15
398,Sturgeon Bay,US,2021-04-03 02:46:24,44.8342,-87.377,37.4,64,1,14.97
399,Uzunovo,RU,2021-04-03 02:50:22,54.5386,38.6173,29.34,97,92,4.61
400,Lasa,IT,2021-04-03 02:42:42,46.6166,10.7002,46.99,75,0,5.75
401,Safaga,EG,2021-04-03 02:50:22,26.7292,33.9365,62.64,46,0,16.69
402,Requena,ES,2021-04-03 02:50:22,39.4883,-1.1004,57.0,84,12,5.21
403,Shakiso,ET,2021-04-03 02:50:22,5.75,38.9167,56.23,94,58,3.85
404,Beihai,CN,2021-04-03 02:50:23,21.4833,109.1,79.95,75,39,8.59
405,Svetlaya,RU,2021-04-03 02:50:23,46.5389,138.3297,46.54,70,100,13.22
406,Cabedelo,BR,2021-04-03 02:43:14,-6.9811,-34.8339,77.0,94,0,3.44
407,Banjar,ID,2021-04-03 02:43:17,-8.19,114.9675,86.0,74,20,6.91
408,Araguaina,BR,2021-04-03 02:44:12,-7.1911,-48.2072,72.54,94,55,2.57
409,Malanje,AO,2021-04-03 02:50:23,-9.5402,16.341,62.64,98,100,2.77
410,Puro,PH,2021-04-03 02:50:23,12.4841,123.3827,85.51,60,6,7.67
411,Deputatskiy,RU,2021-04-03 02:50:24,69.3,139.9,-2.99,96,100,4.68
412,Fortuna,US,2021-04-03 02:43:43,40.5982,-124.1573,51.01,93,1,6.91
413,Sinjai,ID,2021-04-03 02:50:24,-5.1241,120.253,87.44,62,97,1.19
414,Kulhudhuffushi,MV,2021-04-03 02:50:24,6.6221,73.07,82.9,76,20,11.45
415,Tabou,CI,2021-04-03 02:43:43,4.423,-7.3528,78.6,90,92,6.76
416,Chifeng,CN,2021-04-03 02:50:24,42.2683,118.9636,45.14,18,89,18.3
417,Manuel Roxas,PH,2021-04-03 02:50:25,6.4453,124.6667,86.0,66,40,11.5
418,Ahuimanu,US,2021-04-03 02:50:25,21.4447,-157.8378,78.8,83,75,12.66
419,Durban,ZA,2021-04-03 02:50:25,-29.8579,31.0292,69.01,77,20,10.36
420,Kalevala,RU,2021-04-03 02:50:25,65.2,31.1667,26.6,95,99,1.68
421,Matara,LK,2021-04-03 02:50:26,5.9485,80.5353,84.36,72,87,11.32
422,Sao Jose Da Coroa Grande,BR,2021-04-03 02:50:26,-8.8978,-35.1478,77.25,78,1,4.9
423,Tashtyp,RU,2021-04-03 02:50:26,52.7939,89.8983,36.91,64,100,8.81
424,Maniitsoq,GL,2021-04-03 02:42:43,65.4167,-52.9,4.35,87,61,8.61
425,Sinazongwe,ZM,2021-04-03 02:50:26,-17.2614,27.4618,68.83,70,2,2.75
426,Hengshui,CN,2021-04-03 02:50:27,37.7322,115.7011,54.32,44,97,15.48
427,Ploemeur,FR,2021-04-03 02:50:27,47.7333,-3.4333,42.01,81,0,16.11
428,Kannur,IN,2021-04-03 02:50:27,11.8675,75.3576,83.3,59,100,3.98
429,Sangar,RU,2021-04-03 02:50:27,63.9242,127.4739,-2.0,87,100,2.51
430,Syasstroy,RU,2021-04-03 02:50:28,60.1367,32.5691,30.36,98,100,2.77
431,Los Llanos De Aridane,ES,2021-04-03 02:42:30,28.6585,-17.9182,64.4,72,75,8.05
432,Doka,SD,2021-04-03 02:50:28,13.5167,35.7667,78.39,38,1,14.12
433,Aklavik,CA,2021-04-03 02:43:18,68.2191,-135.0107,-2.2,60,100,1.14
434,Sagua La Grande,CU,2021-04-03 02:50:28,22.8067,-80.0756,71.6,73,75,11.5
435,Tadine,NC,2021-04-03 02:50:28,-21.55,167.8833,75.88,92,100,19.62
436,Nanortalik,GL,2021-04-03 02:42:54,60.1432,-45.2371,35.55,99,100,2.37
437,Dudinka,RU,2021-04-03 02:50:29,69.4058,86.1778,-6.92,83,68,5.53
438,Ocampo,MX,2021-04-03 02:50:29,21.65,-101.5,48.2,88,100,9.89
439,Tocopilla,CL,2021-04-03 02:50:29,-22.092,-70.1979,69.08,71,10,4.41
440,Talas,TR,2021-04-03 02:50:30,38.6908,35.5538,39.2,81,75,3.44
441,Siniscola,IT,2021-04-03 02:50:30,40.5719,9.6922,53.6,100,0,2.3
442,Arroyo,ES,2021-04-03 02:50:30,41.6096,-4.7969,48.99,93,0,3.44
443,Agadir,MA,2021-04-03 02:50:30,30.4202,-9.5982,55.4,100,0,4.61
444,Constitucion,CL,2021-04-03 02:39:11,-35.3333,-72.4167,56.3,76,0,11.68
445,Norrtalje,SE,2021-04-03 02:50:30,59.758,18.705,37.0,60,0,11.5
446,Horsham,GB,2021-04-03 02:50:31,51.064,-0.3272,42.8,70,75,10.36
447,Kuah,MY,2021-04-03 02:50:31,6.3265,99.8432,86.0,79,20,2.3
448,San Policarpo,PH,2021-04-03 02:50:31,12.1791,125.5072,83.52,67,18,7.72
449,Hofn,IS,2021-04-03 02:42:52,64.2539,-15.2082,44.11,72,0,8.79
450,Sao Joao Da Barra,BR,2021-04-03 02:43:14,-21.6403,-41.0511,72.28,88,1,9.26
451,Thunder Bay,CA,2021-04-03 02:50:31,48.4001,-89.3168,36.0,69,75,3.44
452,Sawakin,SD,2021-04-03 02:50:32,19.1059,37.3321,71.51,67,15,10.69
453,Douglas,US,2021-04-03 02:49:53,41.3,-96.167,64.4,29,1,11.5
454,Tigil,RU,2021-04-03 02:50:32,57.8,158.6667,27.12,79,7,15.75
455,Calvia,ES,2021-04-03 02:50:32,39.5657,2.5062,55.99,70,34,1.99
456,Buraydah,SA,2021-04-03 02:43:31,26.326,43.975,68.0,32,40,16.11
457,Chadan,RU,2021-04-03 02:50:33,51.2833,91.5833,36.18,35,15,2.82
458,Yumen,CN,2021-04-03 02:43:08,40.2833,97.2,46.94,29,100,25.5
459,Zhanaozen,KZ,2021-04-03 02:50:33,43.3,52.8,42.96,85,17,10.16
460,Oranjemund,NA,2021-04-03 02:42:36,-28.55,16.4333,59.25,88,0,7.96
461,Labuan,MY,2021-04-03 02:50:33,5.2767,115.2417,86.0,79,20,3.44
462,Praia Da Vitoria,PT,2021-04-03 02:42:38,38.7333,-27.0667,61.0,88,75,24.36
463,Aljezur,PT,2021-04-03 02:50:33,37.3191,-8.8033,54.46,87,40,3.02
464,Vanavara,RU,2021-04-03 02:50:34,60.34,102.2797,27.66,80,100,9.57
465,Tuatapere,NZ,2021-04-03 02:43:25,-46.1333,167.6833,60.01,58,100,8.01
466,Bengkulu,ID,2021-04-03 02:42:29,-3.8004,102.2655,83.86,67,100,9.4
467,Port-Cartier,CA,2021-04-03 02:50:34,50.0334,-66.8654,28.99,80,90,2.3
468,Begusarai,IN,2021-04-03 02:50:34,25.4167,86.1333,88.54,5,0,1.68
469,Laurel,US,2021-04-03 02:50:34,39.0993,-76.8483,39.2,24,1,5.75
470,Surt,LY,2021-04-03 02:50:35,31.2089,16.5887,65.62,39,0,14.23
471,Ostrovnoy,RU,2021-04-03 02:50:35,68.0531,39.5131,21.49,97,99,8.52
472,Port Hardy,CA,2021-04-03 02:42:12,50.6996,-127.4199,46.4,65,75,8.05
473,Kenora,CA,2021-04-03 02:42:35,49.8167,-94.4337,44.6,49,40,4.61
474,Sokolo,ML,2021-04-03 02:50:35,14.7328,-6.1219,80.46,11,0,9.69
475,Muli,MV,2021-04-03 02:44:24,2.9167,73.5667,83.01,76,21,13.69
476,High Level,CA,2021-04-03 02:43:59,58.5169,-117.136,28.4,59,75,3.44
477,El Guantillo,HN,2021-04-03 02:50:35,14.6,-87.3,69.8,73,40,11.5
478,Bukene,TZ,2021-04-03 02:50:36,-4.2333,32.8833,61.56,96,80,3.96
479,Lalibela,ET,2021-04-03 02:50:36,12.0333,39.0333,58.26,31,6,5.41
480,Kargasok,RU,2021-04-03 02:50:36,59.0556,80.8572,33.67,98,100,12.62
481,Ginir,ET,2021-04-03 02:50:36,7.1333,40.7,58.53,75,24,4.21
482,Ducheng,CN,2021-04-03 02:50:37,23.2373,111.5317,89.4,45,0,5.06
483,Veseloyarsk,RU,2021-04-03 02:50:37,51.2836,81.1056,26.15,86,35,6.22
484,Shingu,JP,2021-04-03 02:43:23,33.7333,135.9833,66.2,63,75,10.36
485,Gazli,UZ,2021-04-03 02:50:37,40.1333,63.45,53.53,39,87,12.62
486,Zarubino,RU,2021-04-03 02:50:37,42.63,131.0922,44.65,84,100,4.36
487,Hamilton,US,2021-04-03 02:42:36,39.1834,-84.5333,37.0,60,1,1.57
488,Bekobod,UZ,2021-04-03 02:50:38,40.2208,69.2697,46.4,36,91,24.61
489,Katunino,RU,2021-04-03 02:50:38,64.3862,40.6298,26.6,93,40,2.24
490,Griffith,US,2021-04-03 02:47:02,41.5284,-87.4237,44.6,36,1,10.36
491,Alice Springs,AU,2021-04-03 02:40:49,-23.7,133.8833,87.01,28,0,9.22
492,Harper,LR,2021-04-03 02:50:38,4.375,-7.7169,78.67,89,98,7.52
493,Kaman,IN,2021-04-03 02:50:38,27.65,77.2667,78.55,4,0,6.06
494,Astoria,US,2021-04-03 02:50:39,46.1879,-123.8313,50.0,71,1,3.44
495,Katol,IN,2021-04-03 02:50:39,21.2667,78.5833,82.4,17,1,3.44
496,Khilok,RU,2021-04-03 02:50:39,51.3674,110.4676,39.79,40,1,7.52
497,Inongo,CD,2021-04-03 02:50:39,-1.95,18.2667,71.85,93,100,1.81
498,Balkhash,KZ,2021-04-03 02:50:40,46.844,74.9804,33.8,80,0,11.18
499,Nizwa,OM,2021-04-03 02:50:40,22.9333,57.5333,81.03,17,11,1.81
500,Gorontalo,ID,2021-04-03 02:43:58,0.5412,123.0595,90.09,60,100,4.27
501,Xacmaz,AZ,2021-04-03 02:50:40,41.4635,48.806,50.4,72,100,6.13
502,Pangnirtung,CA,2021-04-03 02:43:57,66.1451,-65.7125,-18.18,67,1,6.91
503,Burgeo,CA,2021-04-03 02:50:40,47.6167,-57.6152,37.81,82,49,22.19
504,Constantine,DZ,2021-04-03 02:43:25,36.365,6.6147,53.6,87,75,2.3
505,Ha Giang,VN,2021-04-03 02:50:41,22.8333,104.9833,87.4,61,87,3.56
506,Pimenta Bueno,BR,2021-04-03 02:50:41,-11.6725,-61.1936,73.22,96,98,2.44
507,Tezu,IN,2021-04-03 02:50:41,27.9167,96.1667,82.85,29,23,3.71
508,Rorvik,NO,2021-04-03 02:50:41,64.8621,11.2373,38.52,96,100,27.96
509,Nemuro,JP,2021-04-03 02:43:27,43.3236,145.575,46.4,76,75,11.5
510,Cervo,ES,2021-04-03 02:50:42,43.6702,-7.4101,54.0,92,24,1.99
511,Roald,NO,2021-04-03 02:50:42,62.5833,6.1333,39.2,60,90,9.22
512,Sarankhola,BD,2021-04-03 02:50:42,22.3082,89.7897,88.9,55,8,3.36
513,Semenivka,UA,2021-04-03 02:50:42,52.1783,32.5818,32.63,80,15,5.59
514,Bluefields,NI,2021-04-03 02:50:43,12.0137,-83.7635,77.88,81,100,12.44
515,Xai-Xai,MZ,2021-04-03 02:50:43,-25.0519,33.6442,66.74,81,0,2.42
516,Makakilo City,US,2021-04-03 02:43:12,21.3469,-158.0858,80.6,54,20,9.22
517,Raga,SS,2021-04-03 02:50:43,8.4596,25.678,73.29,20,97,1.86
518,Dehloran,IR,2021-04-03 02:50:43,32.6941,47.2679,66.58,30,0,8.19
519,Zaraysk,RU,2021-04-03 02:50:44,54.7653,38.8836,27.0,100,100,4.81
520,Kutum,SD,2021-04-03 02:43:43,14.2,24.6667,64.47,19,74,12.26
521,Novosergiyevka,RU,2021-04-03 02:50:44,52.0934,53.6528,32.13,93,100,9.28
522,Droitwich,GB,2021-04-03 02:50:44,52.2667,-2.15,39.0,85,3,1.99
523,Resistencia,AR,2021-04-03 02:50:44,-27.4606,-58.9839,66.0,82,0,2.3
524,Novoagansk,RU,2021-04-03 02:50:45,61.9449,76.6625,32.29,91,100,12.68
525,Tambongon,PH,2021-04-03 02:50:45,10.9677,123.9244,85.23,63,8,8.23
526,Sayyan,YE,2021-04-03 02:50:45,15.1718,44.3244,54.97,22,0,3.0
527,Koroni,GR,2021-04-03 02:43:43,36.8,21.95,54.0,93,10,2.3
528,Angoche,MZ,2021-04-03 02:50:45,-16.2325,39.9086,76.06,85,77,4.85
529,Nadym,RU,2021-04-03 02:50:46,65.5333,72.5167,31.19,98,99,7.11
530,Kamenka,RU,2021-04-03 02:44:14,51.3223,42.7678,39.99,79,90,9.1
531,Udachnyy,RU,2021-04-03 02:50:46,66.4167,112.4,-8.84,87,93,6.42
532,Saint-Georges,GD,2021-04-03 02:43:26,12.0564,-61.7485,78.8,78,20,14.97
533,Hirara,JP,2021-04-03 02:44:08,24.8,125.2833,80.6,78,20,6.91
534,Laguna,US,2021-04-03 02:50:46,38.421,-121.4238,75.2,28,1,6.91
535,San Francisco,US,2021-04-03 02:48:17,37.7749,-122.4194,53.6,71,40,17.27
536,Karratha,AU,2021-04-03 02:50:46,-20.7377,116.8463,94.86,23,2,7.56
537,Sananduva,BR,2021-04-03 02:50:47,-27.9497,-51.8067,61.25,70,97,4.63
538,Sakaraha,MG,2021-04-03 02:50:47,-22.9,44.5333,67.44,76,0,4.9
539,Diamantino,BR,2021-04-03 02:50:47,-14.4086,-56.4461,75.2,81,89,2.59
540,Pokhara,NP,2021-04-03 02:50:48,28.2333,83.9833,80.04,8,0,1.66
541,Ocara,BR,2021-04-03 02:50:48,-4.4908,-38.5967,71.74,95,10,2.17
542,Quelimane,MZ,2021-04-03 02:42:57,-17.8786,36.8883,73.4,94,0,3.24
543,Tessalit,ML,2021-04-03 02:50:48,20.1986,1.0114,73.02,9,13,10.02
544,Kingaroy,AU,2021-04-03 02:50:48,-26.5333,151.8333,71.6,64,75,16.11
545,Ayan,RU,2021-04-03 02:43:55,56.45,138.1667,26.67,95,100,28.12
546,Qasigiannguit,GL,2021-04-03 02:50:49,68.8193,-51.1922,6.8,72,90,9.22
547,Nantucket,US,2021-04-03 02:50:49,41.2835,-70.0995,35.01,44,3,6.04
548,Micheweni,TZ,2021-04-03 02:50:49,-4.9667,39.8333,78.51,85,76,11.03
549,Payakumbuh,ID,2021-04-03 02:50:49,-0.2202,100.6308,83.89,52,95,1.41
550,Zima,RU,2021-04-03 02:50:49,53.9202,102.0442,35.49,73,98,4.03
551,Crixas,BR,2021-04-03 02:50:50,-14.5489,-49.9692,71.55,92,100,1.86
552,Salina,US,2021-04-03 02:50:50,38.8403,-97.6114,57.99,41,1,14.97
553,Myrtle Beach,US,2021-04-03 02:48:18,33.6891,-78.8867,42.8,52,1,3.44
554,Raduzhnyy,RU,2021-04-03 02:50:50,62.0961,77.475,32.09,93,100,12.64
555,Port Shepstone,ZA,2021-04-03 02:43:37,-30.7414,30.455,66.24,77,69,21.43
556,Whitley Bay,GB,2021-04-03 02:50:51,55.0397,-1.4471,43.0,81,90,6.91
557,Tondi,IN,2021-04-03 02:50:51,9.7333,79.0167,86.47,60,9,10.04
558,Khorramabad,IR,2021-04-03 02:50:51,33.4878,48.3558,50.22,58,1,4.83
559,Lakes Entrance,AU,2021-04-03 02:43:49,-37.8811,147.981,89.01,40,0,1.99
560,Nova Olimpia,BR,2021-04-03 02:50:51,-14.7972,-57.2881,74.07,90,100,1.88
561,Oktyabrskiy,RU,2021-04-03 02:50:52,54.4815,53.471,31.73,91,95,8.97
562,Dengzhou,CN,2021-04-03 02:50:52,37.8086,120.7508,41.49,86,100,29.12
563,Bereda,ES,2021-04-03 02:42:32,43.2686,-7.5406,55.4,100,34,4.61
564,Kaseda,JP,2021-04-03 02:50:52,31.4167,130.3167,66.2,82,75,13.8
565,Cartagena,CO,2021-04-03 02:50:52,10.3997,-75.5144,80.6,83,40,9.22
566,Kimbe,PG,2021-04-03 02:50:53,-5.5502,150.1429,82.36,76,99,1.99
